dataset,year,cutoff_doy,cutoff_label,lead_days_to_Mar1,MA_O3_loss,MA_O3_min_DU,MA_O3_min_doy,low_o3_rank,Low25_min_label,predictor_set,model_family,pred_MA_O3_loss,pred_MA_O3_min_DU,pred_low25_probability,prob_rank_desc,prob_top25_alarm
BWCN,8,40,02-09,20,26.02682973001144,73.43604278564453,106,1.0,1,WAVE_FORCING,linear_l2,8.21479434475614,95.229075051919,0.5835271384240072,4.0,True
BWCN,8,40,02-09,20,26.02682973001144,73.43604278564453,106,1.0,1,WAVE_FORCING,random_forest,8.402406579302557,94.15715698557203,0.6273437933452579,6.0,False
BWCN,8,40,02-09,20,26.02682973001144,73.43604278564453,106,1.0,1,WAVE_FORCING,gradient_boosting,8.11668207348469,93.76899881552293,0.5503102379262491,6.0,False
BWCN,8,40,02-09,20,26.02682973001144,73.43604278564453,106,1.0,1,DYN_COUPLED,linear_l2,11.069216215804797,93.04348855166515,0.7358188570580869,2.0,True
BWCN,8,40,02-09,20,26.02682973001144,73.43604278564453,106,1.0,1,DYN_COUPLED,random_forest,11.243159666460278,92.26343380780526,0.6875505752505175,4.0,True
BWCN,8,40,02-09,20,26.02682973001144,73.43604278564453,106,1.0,1,DYN_COUPLED,gradient_boosting,10.468238382782703,92.2017375079843,0.6257026349292436,3.0,True
BWCN,8,40,02-09,20,26.02682973001144,73.43604278564453,106,1.0,1,DYN_PLUS_PASSIVE_TRACER,linear_l2,11.549562044422458,92.58456598797137,0.8489705676935819,1.0,True
BWCN,8,40,02-09,20,26.02682973001144,73.43604278564453,106,1.0,1,DYN_PLUS_PASSIVE_TRACER,random_forest,13.348052433431402,90.19864957522397,0.8421704396895532,1.0,True
BWCN,8,40,02-09,20,26.02682973001144,73.43604278564453,106,1.0,1,DYN_PLUS_PASSIVE_TRACER,gradient_boosting,13.850524295796093,90.58943031003693,0.8167159645594108,2.0,True
BWCN,8,41,02-10,19,26.02682973001144,73.43604278564453,106,1.0,1,VORTEX_STATE,linear_l2,11.085466483564884,92.67937274564639,0.7294645218015524,1.0,True
BWCN,8,41,02-10,19,26.02682973001144,73.43604278564453,106,1.0,1,VORTEX_STATE,random_forest,12.006566357527166,91.4953150068063,0.853184579693324,1.0,True
BWCN,8,41,02-10,19,26.02682973001144,73.43604278564453,106,1.0,1,VORTEX_STATE,gradient_boosting,10.460489861437988,92.16498663574775,0.6909931333399443,2.0,True
BWCN,8,41,02-10,19,26.02682973001144,73.43604278564453,106,1.0,1,WAVE_FORCING,linear_l2,8.603856283203465,94.94411687561367,0.6088395228441486,4.0,True
BWCN,8,41,02-10,19,26.02682973001144,73.43604278564453,106,1.0,1,WAVE_FORCING,random_forest,8.753276376657494,94.14253944205106,0.6322344555751733,5.0,True
